candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets
Caryn Tyson,RealCarynTyson,,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Lost,None,None,23.2,No,Yes,,,,,Yes,Yes,,,,,,,,False,3,5,1,12,5,0,0,5,8,0,0,0,0,0,0,4,21,202
Kevin Jones,kevinicolejones,,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Lost,None,None,15.9,No,No,,,,,No,No,,,,,,,,False,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,80
Steve Fitzgerald,LtColFitzgerald,,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Lost,None,None,12.1,No,Yes,,,,,No,No,,,,,,,,False,1,4,2,12,5,0,2,3,2,0,0,0,0,0,0,2,14,169
Vernon Fields,,,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Lost,None,None,2.6,No,No,,,,,No,No,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
Steve Watkins,Steve4Kansas,Rep_Watkins,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Advanced,None,On the Ballot,26.2,Yes,Yes,,,,,No,No,,,,,,,,False,1,7,8,8,10,2,5,2,9,1,0,0,0,0,0,2,22,290
Doug Mays,SpeakerDoug,,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Lost,None,None,8.1,No,No,,,,,No,No,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Pyle,DennisPyle,,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Lost,None,None,11.9,No,No,,,,,No,No,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30
Vickie Yates Glisson,VickieYGlisson,,KY,U.S. House Kentucky District 3,Representative,Regular,5/22/18,Advanced,None,On the Ballot,49.06,Yes,Yes,,,,,Yes,,,,,,,,,False,2,0,7,0,1,0,1,3,2,0,1,0,0,0,0,0,0,248
Mike Craven,,,KY,U.S. House Kentucky District 3,Representative,Regular,5/22/18,Lost,None,None,26.9,No,No,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
Rhonda Palazzo,,,KY,U.S. House Kentucky District 3,Representative,Regular,5/22/18,Lost,None,None,24.05,No,No,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
Liz Matory,LizForCongress,LizMatory,MD,U.S. House Maryland District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,42.01,Yes,,,,,,Yes,,,,,,,,,False,1,6,7,2,12,1,1,1,0,0,0,1,1,1,0,5,31,535
Mark Shell,shell4congress,,MD,U.S. House Maryland District 2,Representative,Regular,6/26/18,Lost,None,None,23.6,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hubert Owens Jr.,,,MD,U.S. House Maryland District 2,Representative,Regular,6/26/18,Lost,None,None,17.07,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Toland Jr.,mitch_toland_jr,,MD,U.S. House Maryland District 2,Representative,Regular,6/26/18,Lost,None,None,17.32,No,,,,,,No,,,,,,,,,False,0,1,1,0,1,0,2,1,3,0,0,0,0,0,0,5,14,234
Charles Anthony,,,MD,U.S. House Maryland District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,43.59,Yes,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
Thomas Harris,,,MD,U.S. House Maryland District 3,Representative,Regular,6/26/18,Lost,None,None,35.96,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
Rob Seyfferth,RobertSeyfferth,,MD,U.S. House Maryland District 3,Representative,Regular,6/26/18,Lost,None,None,20.45,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Devine III,studlydevine,,MD,U.S. House Maryland District 5,Representative,Regular,6/26/18,Advanced,None,On the Ballot,57.56,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31
Johnny Rice,JohnyRice4Jesus,,MD,U.S. House Maryland District 5,Representative,Regular,6/26/18,Lost,None,None,42.44,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Amie Hoeber,amieformaryland,HoeberAmie,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Advanced,None,On the Ballot,67.76,Yes,Yes,,,,,No,,,,,,,,,False,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,141
Lisa Lloyd,,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,17.81,No,No,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
Brad Rohrs,,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,5.68,No,No,,,,,Yes,,,,,,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
Kurt Elsasser,Elsasser4congr1,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,8.75,No,No,,,,,No,,,,,,,,,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
Ray Bly,,,MD,U.S. House Maryland District 7,Representative,Regular,6/26/18,Lost,None,None,16.52,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
William Newton,NEWTONCONGRESS,,MD,U.S. House Maryland District 7,Representative,Regular,6/26/18,Lost,None,None,22.33,No,,,,,,Yes,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond Davis,Davis4Maryland,,MD,U.S. House Maryland District 7,Representative,Regular,6/26/18,On the Ballot,None,None,31.29,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Pearson,,,MD,U.S. House Maryland District 7,Representative,Regular,6/26/18,On the Ballot,None,None,29.86,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Walsh,,,MD,U.S. House Maryland District 8,Representative,Regular,6/26/18,Advanced,None,On the Ballot,44.87,Yes,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgette Cooper,BCoopercongress,,MD,U.S. House Maryland District 8,Representative,Regular,6/26/18,Lost,None,None,31.28,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Williams,,,MD,U.S. House Maryland District 8,Representative,Regular,6/26/18,Lost,None,None,23.85,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Campbell,Campbell4MD,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Advanced,None,On the Ballot,29.22,Yes,,,,,,Yes,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blaine Taylor,,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,5.03,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Vaeth,bvaeth253,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,3.07,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Chaffee,ChaffeeUSSenate,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,24.05,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Graziani,,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,8.77,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nnabu Eze,eze4senate,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,1.96,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Cronhardt,EvanCronhardt,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,2.53,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christina Grigorian,GrigorianSenate,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,17.48,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Krehnbrink,CoachforPOTUS,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,2.05,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Smith,,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,4.3,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Howard,binyahminhoward,,MD,U.S. Senate Maryland,Senator,Regular,6/26/18,Lost,None,None,1.55,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Moody,Moody4Gov,,ME,Governor of Maine,Governor,Regular,6/12/18,Advanced,None,On the Ballot,52.6,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Mason,garrettmason,,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,21.23,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Mayhew,mayhewformaine,,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,13.82,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Fredette,KenFredetteME,,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,5.26,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Brakey,SenatorBrakey,,ME,U.S. Senate Maine,Senator,Regular,6/12/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Powers,Powers4Congress,,MA,U.S. House Massachusetts District 2,Representative,Regular,9/4/18,Lost,None,None,39.2,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracy Lovvorn,Tracy4Congress,,MA,U.S. House Massachusetts District 2,Representative,Regular,9/4/18,Advanced,None,On the Ballot,60.8,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Hugo,HugoCongress,,MA,U.S. House Massachusetts District 5,Representative,Regular,9/4/18,Advanced,None,On the Ballot,63.7,Yes,,,,,,Yes,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Kuchnir,,,MA,U.S. House Massachusetts District 5,Representative,Regular,9/4/18,Lost,None,None,36.3,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoff Diehl,RepGeoffDiehl,DiehlForSenate,MA,U.S. Senate Massachusetts,Senator,Regular,9/4/18,Advanced,None,On the Ballot,55.3,Yes,,,,,Yes,,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Kingston,johnkingstonma,,MA,U.S. Senate Massachusetts,Senator,Regular,9/4/18,Lost,None,None,26.7,No,,,,,No,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beth Lindstrom,BethLindstrom,,MA,U.S. Senate Massachusetts,Senator,Regular,9/4/18,Lost,None,None,17.9,No,,,,,No,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Hines,hines4michigan,,MI,Governor of Michigan,Governor,Regular,8/7/18,Lost,None,None,11.0,No,,No,,,,Yes,No,,,,,,No,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Calley,briancalley,,MI,Governor of Michigan,Governor,Regular,8/7/18,Lost,None,None,25.2,No,,No,,,,Yes,No,,,,,,No,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Colbeck,pjcolbeck,,MI,Governor of Michigan,Governor,Regular,8/7/18,Lost,None,None,13.1,No,,No,,,,Yes,No,,,,,,No,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"William Duncan ""Bill"" Schuette",SchuetteOnDuty,,MI,Governor of Michigan,Governor,Regular,8/7/18,Advanced,None,On the Ballot,50.7,Yes,,Yes,,,,Yes,No,,,,,,Yes,,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerry Bentivolio,RepKerryB,KerryB4Congress,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,11.3,No,,,,,,Yes,No,,No,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klint Kesto,KlintKesto,,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,14.0,No,Yes,,,,,Yes,No,,No,,,,,,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Kowall,MikeKowall,,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,18.6,No,Yes,,,,,Yes,No,,No,,,,,,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Raczkowski,rockyraczkowski,,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,25.4,No,Yes,,,,,Yes,No,,No,,,,,,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lena Epstein,LenaEpstein,,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Advanced,None,On the Ballot,30.7,Yes,Yes,,,,,Yes,Yes,,Yes,,,,,,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candius Stearns,CandiusStearns,,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Advanced,None,On the Ballot,100.0,Yes,Yes,,,,,Yes,Yes,,No,,,,,,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John James,JohnJamesMI,,MI,U.S. Senate Michigan,Senator,Regular,8/7/18,Advanced,None,On the Ballot,54.7,Yes,,Yes,,,,Yes,Yes,,,,,,Yes,,False,4,24,9,30,32,1,10,69,3,0,0,0,0,0,0,18,146,1602
Sandy Pensler,SandyPensler,,MI,U.S. Senate Michigan,Senator,Regular,8/7/18,Lost,None,None,45.3,No,,No,,,,No,No,,,,,,No,,False,0,3,0,4,14,3,4,16,15,1,0,0,0,0,0,5,49,213
Jeff Johnson,MNJeffJohnson,,MN,Governor of Minnesota,Governor,Regular,8/14/18,Advanced,None,On the Ballot,52.6,Yes,,,,,,,,,,,,,No,,False,0,21,58,2,22,2,14,19,50,1,11,0,0,0,0,12,23,1024
Tim Pawlenty,TimPawlenty,,MN,Governor of Minnesota,Governor,Regular,8/14/18,Lost,None,None,43.9,No,,,,,,,,,,,,,Yes,,False,1,0,4,0,0,0,7,7,5,0,0,0,0,0,0,5,2,81
Matt Kruse,,,MN,Governor of Minnesota,Governor,Regular,8/14/18,Lost,None,None,3.5,No,,,,,,,,,,,,,No,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Jim Hagedorn,JimHagedornMN,RepHagedorn,MN,U.S. House Minnesota District 1,Representative,Regular,8/14/18,Advanced,None,On the Ballot,60.2,Yes,Yes,,,,,,No,,,,,,,,False,1,8,1,3,10,1,1,3,2,0,0,0,0,0,0,6,30,347
Carla Nelson,CarlaNelsonMN,,MN,U.S. House Minnesota District 1,Representative,Regular,8/14/18,Lost,None,None,32.1,No,Yes,,,,,,Yes,,,,,,,,False,2,8,7,3,3,0,3,4,5,0,0,1,1,1,0,3,2,214
Andrew Candler,,,MN,U.S. House Minnesota District 1,Representative,Regular,8/14/18,Lost,None,None,2.6,No,No,,,,,,No,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
Steve Williams,,,MN,U.S. House Minnesota District 1,Representative,Regular,8/14/18,Lost,None,None,5.1,No,No,,,,,,No,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
Jennifer Zielinski,jen4congress,,MN,U.S. House Minnesota District 5,Representative,Regular,8/14/18,Advanced,None,On the Ballot,56.5,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Chamberlin,realChamberlin,Chamberlin4MN,MN,U.S. House Minnesota District 5,Representative,Regular,8/14/18,Lost,None,None,32.5,No,,,,,,,,,,,,,,,False,0,27,0,1,6,0,3,5,2,0,0,0,0,0,0,18,38,433
Bob Carney Jr.,,,MN,U.S. House Minnesota District 5,Representative,Regular,8/14/18,Lost,None,None,11.0,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433
Dave Hughes,DHughesCongress,,MN,U.S. House Minnesota District 7,Representative,Regular,8/14/18,Advanced,None,On the Ballot,72.6,Yes,,,,,,,,,,,,,,,False,0,6,3,9,22,2,2,4,10,0,0,1,1,1,0,10,87,575
Matt Prosch,MattProsch4MN,,MN,U.S. House Minnesota District 7,Representative,Regular,8/14/18,Lost,None,None,27.4,No,,,,,,,,,,,,,,,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,15
Pete Stauber,PeteStauber,RepPeteStauber,MN,U.S. House Minnesota District 8,Representative,Regular,8/14/18,Advanced,None,On the Ballot,89.7,Yes,Yes,Yes,,,,,,,Yes,,,,,,False,3,8,25,2,2,0,0,60,8,0,0,0,0,0,0,1,32,692
Harry Welty,,,MN,U.S. House Minnesota District 8,Representative,Regular,8/14/18,Lost,None,None,10.3,No,No,No,,,,,,,No,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692
Jim Newberger,NewbergerJim,,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Advanced,None,On the Ballot,69.5,Yes,,,,,,No,No,,,,,,,,False,0,3,3,0,5,7,0,7,5,0,1,0,0,0,0,1,20,196
Karin Housley,KarinHousley,,MN,U.S. Senate Minnesota,Senator,Special,8/14/18,Advanced,None,On the Ballot,62.0,Yes,,,,,,Yes,Yes,,,,,,,,False,2,28,23,1,18,12,6,23,12,0,4,3,3,3,0,15,25,1514
Merrill Anderson,,,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,15.7,No,,,,,,No,No,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514
Bob Anderson,paxilbob,,MN,U.S. Senate Minnesota,Senator,Special,8/14/18,Lost,None,None,35.6,No,,,,,,No,No,,,,,,,,False,0,18,13,13,16,3,1,15,5,0,1,1,1,1,0,6,230,819
Roque De La Fuente,JoinRocky,,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,,,,,,No,No,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rae Hart Anderson,RaeHartAnderso1,,MN,U.S. Senate Minnesota,Senator,Regular,8/14/18,Lost,None,None,5.9,No,,,,,,No,No,,,,,,,,False,0,2,1,22,10,0,6,3,1,0,0,0,0,0,0,2,5,186
Nikolay Nikolayevich Bey,,,MN,U.S. Senate Minnesota,Senator,Special,8/14/18,Lost,None,None,2.5,No,,,,,,No,No,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
Camille Lombardi-Olive,,,MO,U.S. House Missouri District 1,Representative,Regular,8/7/18,Lost,None,None,32.6,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
Edward Van Deventer Jr.,Edforthepeople,,MO,U.S. House Missouri District 1,Representative,Regular,8/7/18,Lost,None,None,32.9,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14
Robert Vroman,vroman_robert,,MO,U.S. House Missouri District 1,Representative,Regular,8/7/18,Advanced,None,On the Ballot,34.5,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kress Cambers,KressFCambers,,MO,U.S. House Missouri District 5,Representative,Regular,8/7/18,Lost,None,None,17.6,No,,,,,,No,,,,,,,,,False,0,10,1,2,10,2,1,1,6,0,0,0,0,0,0,8,42,262
Richonda Oaks,,,MO,U.S. House Missouri District 5,Representative,Regular,8/7/18,Lost,None,None,7.3,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
Jacob Turk,JacobTurk,,MO,U.S. House Missouri District 5,Representative,Regular,8/7/18,Advanced,None,On the Ballot,75.1,Yes,,,,,,Yes,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Austin Petersen,AP4Liberty,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,8.3,No,,No,No,No,,No,,No,No,,,,,,False,0,254,22,45,68,23,4,12,64,3,2,2,2,2,4,157,252,6201
Josh Hawley,HawleyMO,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Advanced,None,On the Ballot,58.6,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,False,6,18,20,3,43,71,4,25,25,0,0,0,0,0,0,3,85,873
Tony Monetti,TonyMonetti,Monetti4Senate,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,9.8,No,,No,No,No,,No,,No,No,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Courtland Sykes,Courtland_Sykes,SykesforSenate,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,2.1,No,,No,No,No,,No,,No,No,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brian Hagg,,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,1.0,No,,No,No,No,,No,,No,No,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ken Patterson,,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,2.9,No,,No,No,No,,No,,No,No,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peter Pfeifer,PeterPfeifer18,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,2.5,No,,No,No,No,,No,,No,No,,,,,,False,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,2,117
Christina Smith,Smithussenate,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,5.3,No,,No,No,No,,No,,No,No,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69
Bradley Krembs,,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,0.7,No,,No,No,No,,No,,No,No,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
Kristi Nichols,Kristi414US,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,7.5,No,,No,No,No,,No,,No,No,,,,,,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,31
Fred Ryman,,,MO,U.S. Senate Missouri,Senator,Regular,8/7/18,Lost,None,None,1.3,No,,No,No,No,,No,,No,No,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Whit Hughes,,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Advanced,Lost,None,22.24,No,,,,,,,,,,,Yes,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Michael Guest,GuestCongress,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Advanced,Advanced,On the Ballot,44.84,Yes,,,,,,,,,,,No,,,,False,0,6,3,1,11,4,5,17,9,0,0,0,0,0,0,6,8,441
Sally Doty,SallyDoty,DotyforCongress,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,10.16,No,,,,,,,,,,,No,,,,False,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,167
Perry Parker,perryparker23,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,16.24,No,,,,,,,,,,,No,,,,False,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,90
Morgan Dunn,morgandunn_ms,DunnCongress,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,5.87,No,,,,,,,,,,,No,,,,False,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,3,42
Katherine Tate,,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,0.64,No,,,,,,,,,,,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Matt Rosendale,MattForMontana,,MT,U.S. Senate Montana,Senator,Regular,6/5/18,Advanced,None,On the Ballot,33.82,Yes,,,Yes,Yes,,,,Yes,,,Yes,,,,False,4,32,17,4,47,45,0,20,37,0,1,0,0,0,0,6,254,840
Albert Olszewski,OlszewskiAl,alformontana,MT,U.S. Senate Montana,Senator,Regular,6/5/18,Lost,None,None,18.7,No,,,No,No,,,,No,,,No,,,,False,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47
Russell C. Fagg,russforussenate,,MT,U.S. Senate Montana,Senator,Regular,6/5/18,Lost,None,None,28.34,No,,,No,No,,,,No,,,No,,,,False,0,6,0,2,6,0,0,18,6,0,0,0,0,0,0,3,22,183
Troy Downing,TroyDowningMT,,MT,U.S. Senate Montana,Senator,Regular,6/5/18,Lost,None,None,19.12,No,,,No,No,,,,No,,,No,,,,False,0,3,1,1,8,0,1,10,5,0,0,0,0,0,0,8,43,375
Paul Wright,,,NC,U.S. House North Carolina District 12,Representative,Regular,5/8/18,Advanced,None,On the Ballot,43.21,Yes,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375
Paul Bonham,,,NC,U.S. House North Carolina District 12,Representative,Regular,5/8/18,Lost,None,None,31.51,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375
Carl Persson,cp4usc,,NC,U.S. House North Carolina District 12,Representative,Regular,5/8/18,Lost,None,None,25.29,No,,,,,,,,,,,,,,,False,0,1,2,0,2,0,0,0,5,0,0,0,0,0,0,1,5,33
