candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Jack Hughes-Hageman,HagemanHughes,HughesHageman,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,5.34,No,No,,,,,,,No,No,,No,No,,,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,36,2,7,27,3.388888888888889
Gordon Allen Pross,,,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,2.57,No,No,,,,,,,No,No,,No,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,
Joey Gibson,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,6.37,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,
Matthew Heines,Heinessight,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,1.38,No,,,,,,No,,,,,,,,,False,0,2,0,0,29,11,3,8,0,1,0,0,0,0,0,1,94,448,88,189,171,2.3705357142857144
Roque De La Fuente,JoinRocky,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,0.83,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dave Bryant,Bryant_Senate,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,5.54,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,5,4,2.3636363636363638
Art Coday,ArtCoday,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,4.98,No,,,,,,Yes,,,,,,,,,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,1,11,3.8333333333333335
GoodSpaceGuy,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,1.11,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,
Matt Hawkins,HawkinsSenate,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,2.21,No,,,,,,Yes,,,,,,,,,False,1,0,0,0,2,1,3,1,0,0,0,0,0,0,0,4,3,55,16,20,19,2.109090909090909
Susan Hutchison,Susan_Hutch,Susan4Senate,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Advanced,None,On the Ballot,67.31,Yes,,,,,,No,,,,,,,,,False,0,5,10,0,10,7,4,10,9,0,4,0,0,0,0,3,3,359,48,120,191,2.796657381615599
John Orlinski,JohnOrlinski,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,1.11,No,,,,,,No,,,,,,,,,False,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,13,59,23,27,9,1.5254237288135593
Tim Owen,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,3.88,No,,,,,,Yes,,,,,,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,
RC Smith,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,0.28,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,
Glen Stockwell,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,1.94,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,
Keith Swank,Swank4Senate,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,6.4,No,,,,,,Yes,,,,,,,,,False,1,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,20,47,13,17,17,2.1702127659574466
Carol Miller,CarolMillerWV,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Advanced,None,On the Ballot,23.81,Yes,,,,,,,Yes,,,,,No,,,False,1,4,1,7,9,1,1,23,6,0,1,0,0,0,0,5,54,164,16,36,112,3.1707317073170733
Marty Gearheart,MartyGearheart,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,18.19,No,,,,,,,No,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,4,6,2.6666666666666665
Rick Snuffer,RickSnuffer,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,10.64,No,,,,,,,No,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rupie Phillips,Rupie4Congress,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,19.53,No,,,,,,,No,,,,,No,,,False,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,35,2,6,27,3.4285714285714284
Ayne Amjad,AyneAmjad,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,7.46,No,,,,,,,No,,,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,17,12,2.8275862068965516
Conrad Lucas,ConradWV,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,18.07,No,,,,,,,No,,,,,Yes,,,False,1,10,0,6,0,0,0,1,2,0,0,0,0,0,0,1,19,158,9,25,124,3.4556962025316458
Philip Payton,,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,2.3,No,,,,,,,No,,,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,
Patrick Morrisey,MorriseyWV,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Advanced,None,On the Ballot,34.9,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,No,,,False,5,55,3,49,28,19,5,31,50,2,2,0,0,0,0,11,281,999,217,462,320,2.206206206206206
Evan Jenkins,EvanJenkinsWV,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,29.21,No,,Yes,No,No,,,,,No,,No,Yes,,,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bo Copley,MinerBo85,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,3.09,No,,No,No,No,,,,,No,,No,No,,,False,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,11,156,26,49,81,2.7051282051282053
Jack Newbrough,jackussenatewv,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,2.99,No,,No,No,No,,,,,No,,No,No,,,False,0,7,1,2,2,0,0,0,0,0,0,0,0,0,0,1,39,369,50,218,101,2.2764227642276422
Don Blankenship,DonBlankenship,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,19.97,No,,No,No,No,,,,,No,,No,No,,,False,0,2,0,12,11,7,1,28,1,1,2,0,0,0,0,2,60,303,76,115,112,2.237623762376238
Tom Willis,willisforwv,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,9.84,No,,No,No,No,,,,,No,,No,No,,,False,0,3,1,5,10,0,0,3,1,0,0,0,0,0,0,1,19,226,21,45,160,3.230088495575221
Bryan Steil,BryanSteilforWI,RepBryanSteil,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Advanced,None,On the Ballot,51.6,Yes,Yes,,,,,No,,,,,,,,,False,1,0,32,0,8,0,25,55,20,0,1,0,0,0,0,3,1,599,57,195,347,2.968280467445743
Paul Nehlen,,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,11.1,No,No,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,
Nick Polce,NicholasPolce,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,14.9,No,No,,,,,No,,,,,,,,,False,0,32,10,1,18,3,0,4,12,0,1,0,0,0,0,122,30,1681,134,458,1089,3.1362284354550862
Jeremy Ryan,,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,10.4,No,No,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,0,0,0,
Kevin Steen,Steen_for_Wi1,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,10.5,No,No,,,,,Yes,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brad Boivin,BradBoivinWI,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,1.5,No,No,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Rogers,,,WI,U.S. House Wisconsin District 4,Representative,Regular,8/14/18,Advanced,None,On the Ballot,55.6,Yes,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cindy Werner,,,WI,U.S. House Wisconsin District 4,Representative,Regular,8/14/18,Lost,None,None,44.4,No,,,,,,Yes,,,,,,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Leah Vukmir,LeahVukmir,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Advanced,None,On the Ballot,49.0,Yes,,,No,No,Yes,Yes,,No,,,,,,,False,2,2,4,1,3,0,0,0,4,0,0,0,0,0,0,0,0,20,0,6,14,3.4
Kevin Nicholson,KevinMNicholson,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Lost,None,None,42.9,No,,,Yes,Yes,No,Yes,,Yes,,,,,,,False,4,7,18,7,28,3,0,12,11,0,0,0,0,0,0,10,62,878,75,252,551,3.084282460136674
Griffin Jones,,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Lost,None,None,2.0,No,,,No,No,No,No,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,
Charles Barman,,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Lost,None,None,1.8,No,,,No,No,No,No,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,
George Lucia,,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Lost,None,None,4.2,No,,,No,No,No,No,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,
Mark Gordon,Mark_Gordon_WY,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Advanced,None,On the Ballot,33.4,Yes,,No,,,,No,,,,,,,,,False,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,60,0,4,56,3.8666666666666667
Bill Dahlin,ElectDahlin,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,1.5,No,,No,,,,No,,,,,,,,,False,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,117,3,28,86,3.4188034188034186
Harriet Hageman,harriethageman,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,21.5,No,,No,,,,Yes,,,,,,,,,False,1,2,1,0,0,0,6,4,0,0,1,0,0,0,0,5,2,98,10,29,59,3.0
Sam Galeotos,samforgovernor,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,12.5,No,,No,,,,Yes,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Foster Friess,FosterFriess,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,25.6,No,,Yes,,,,Yes,,,,,,,,,False,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,7,3.5
Taylor Haynes,HaynesForWyo,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,5.6,No,,No,,,,Yes,,,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,3,2.5
